failed_attempt_count,unique_ports_accessed,request_frequency,sql_flag,time_gap,label
0.0,1.0,1.0,0,117183.0,0
0.0,1.0,1.0,0,12173.0,0
0.0,1.0,1.0,0,6190.0,0
0.0,1.0,1.0,0,19717.0,0
0.0,1.0,1.0,0,20068.0,0
0.0,1.0,1.0,0,6936.0,0
0.0,1.0,1.0,0,54063.0,0
0.0,1.0,1.0,0,22078.0,0
0.0,1.0,1.0,0,61864.0,0
0.0,1.0,1.0,0,11996.0,0
0.0,1.0,1.0,0,23128.0,0
0.0,1.0,1.0,0,5635.0,0
0.0,1.0,1.0,0,71180.0,0
0.0,1.0,1.0,0,13510.0,0
0.0,1.0,1.0,0,7051.0,0
0.0,1.0,1.0,0,27053.0,0
0.0,1.0,1.0,0,31967.0,0
0.0,1.0,1.0,0,137043.0,0
1.0,1.0,1.0,0,129057.0,0
0.0,1.0,1.0,0,61257.0,0
0.0,1.0,1.0,0,52770.0,0
0.0,1.0,1.0,0,40672.0,0
0.0,1.0,1.0,0,36559.0,0
0.0,1.0,1.0,0,3549.0,0
0.0,1.0,1.0,0,39616.0,0
0.0,1.0,1.0,0,1550.0,0
0.0,1.0,1.0,0,16078.0,0
0.0,1.0,1.0,0,169699.0,0
1.0,1.0,1.0,0,23787.0,0
0.0,1.0,1.0,0,4350.0,0
0.0,1.0,1.0,0,5389.0,0
0.0,1.0,1.0,0,27087.0,0
0.0,1.0,1.0,0,29726.0,0
0.0,1.0,1.0,0,166563.0,0
0.0,1.0,1.0,0,22880.0,0
0.0,1.0,1.0,0,34415.0,1
0.0,1.0,1.0,0,7826.0,1
1.0,1.0,1.0,0,42200.0,1
0.0,1.0,1.0,0,17219.0,1
0.0,1.0,1.0,0,165125.0,1
0.0,1.0,1.0,0,22316.0,1
0.0,1.0,1.0,0,58811.0,1
0.0,1.0,1.0,0,53523.0,1
0.0,1.0,1.0,0,22606.0,1
0.0,1.0,1.0,0,43951.0,1
0.0,1.0,1.0,0,99645.0,1
0.0,1.0,1.0,0,0.0,0
1.0,1.0,1.0,0,21101.0,0
1.0,1.0,1.0,0,67920.0,0
0.0,1.0,1.0,0,17126.0,0
0.0,1.0,1.0,0,46601.0,0
0.0,1.0,1.0,0,23196.0,0
0.0,1.0,1.0,0,8701.0,0
1.0,1.0,1.0,0,21319.0,0
0.0,1.0,1.0,0,27766.0,0
0.0,1.0,1.0,0,1034.0,0
1.0,1.0,1.0,0,32578.0,0
0.0,1.0,1.0,0,35427.0,0
0.0,1.0,1.0,0,1288.0,0
0.0,1.0,1.0,0,1488.0,0
0.0,1.0,1.0,0,29778.0,0
0.0,1.0,1.0,0,27751.0,0
0.0,1.0,1.0,0,78183.0,0
0.0,1.0,1.0,0,24200.0,0
0.0,1.0,1.0,0,61055.0,0
0.0,1.0,1.0,0,26382.0,0
0.0,1.0,1.0,0,18380.0,0
0.0,1.0,1.0,0,13709.0,0
0.0,1.0,1.0,0,36804.0,0
0.0,1.0,1.0,0,6786.0,0
1.0,1.0,1.0,0,6190.0,0
0.0,1.0,1.0,0,5744.0,0
0.0,1.0,1.0,0,92639.0,0
0.0,1.0,1.0,0,32927.0,0
0.0,1.0,1.0,0,48410.0,0
0.0,1.0,1.0,0,17347.0,0
0.0,1.0,1.0,0,34499.0,0
1.0,1.0,1.0,0,41395.0,0
0.0,1.0,1.0,0,17250.0,0
0.0,1.0,1.0,0,39223.0,0
0.0,1.0,1.0,0,105973.0,0
1.0,1.0,1.0,0,12895.0,0
0.0,1.0,1.0,0,68046.0,0
0.0,1.0,1.0,0,14468.0,0
0.0,1.0,1.0,0,45971.0,0
0.0,1.0,1.0,0,6094.0,0
0.0,1.0,1.0,0,439.0,0
0.0,1.0,1.0,0,30361.0,0
0.0,1.0,1.0,0,36408.0,0
0.0,1.0,1.0,0,10021.0,0
0.0,1.0,1.0,0,20330.0,0
0.0,1.0,1.0,0,64460.0,0
0.0,1.0,1.0,0,9788.0,0
0.0,1.0,1.0,0,3185.0,0
0.0,1.0,1.0,0,1349.0,0
0.0,1.0,1.0,0,22999.0,0
0.0,1.0,1.0,0,26675.0,0
0.0,1.0,1.0,0,5506.0,0
0.0,1.0,1.0,0,13490.0,0
0.0,1.0,1.0,0,17259.0,0
0.0,1.0,1.0,0,36949.0,0
0.0,1.0,1.0,0,520.0,0
0.0,1.0,1.0,0,3017.0,0
0.0,1.0,1.0,0,46886.0,0
0.0,1.0,1.0,0,58615.0,0
0.0,1.0,1.0,0,2512.0,0
0.0,1.0,1.0,0,21686.0,0
0.0,1.0,1.0,0,53041.0,0
0.0,1.0,1.0,0,16967.0,0
0.0,1.0,1.0,0,51848.0,0
0.0,1.0,1.0,0,3488.0,0
0.0,1.0,1.0,0,563.0,0
1.0,1.0,1.0,0,30249.0,0
0.0,1.0,1.0,0,47023.0,0
0.0,1.0,1.0,0,50315.0,0
0.0,1.0,1.0,0,2461.0,0
0.0,1.0,1.0,0,43340.0,0
0.0,1.0,1.0,0,2316.0,0
0.0,1.0,1.0,0,52606.0,0
0.0,1.0,1.0,0,37905.0,0
0.0,1.0,1.0,0,27220.0,0
0.0,1.0,1.0,0,59509.0,0
0.0,1.0,1.0,0,50374.0,0
0.0,1.0,1.0,0,74429.0,0
0.0,1.0,1.0,0,1981.0,0
0.0,2.0,1.0,0,134.0,0
0.0,1.0,1.0,0,14277.0,0
0.0,1.0,1.0,0,27199.0,0
0.0,1.0,1.0,0,1299.0,0
0.0,1.0,1.0,0,8519.0,0
0.0,1.0,1.0,0,8348.0,0
0.0,1.0,1.0,0,34595.0,0
0.0,1.0,1.0,0,26690.0,1
0.0,1.0,1.0,0,59682.0,1
0.0,1.0,1.0,0,57192.0,1
0.0,1.0,1.0,0,28460.0,1
0.0,1.0,1.0,0,9111.0,1
0.0,1.0,1.0,0,0.0,0
0.0,1.0,1.0,0,25607.0,0
0.0,1.0,1.0,0,27164.0,0
0.0,1.0,1.0,0,117176.0,0
0.0,1.0,1.0,0,23757.0,0
0.0,1.0,1.0,0,40955.0,0
0.0,1.0,1.0,0,26759.0,0
0.0,1.0,1.0,0,48126.0,0
0.0,1.0,1.0,0,24370.0,0
0.0,1.0,1.0,0,15544.0,0
1.0,1.0,1.0,0,14400.0,0
0.0,1.0,1.0,0,5441.0,0
0.0,1.0,1.0,0,25245.0,0
0.0,1.0,1.0,0,67009.0,0
0.0,1.0,1.0,0,7145.0,0
0.0,1.0,1.0,0,854.0,0
0.0,1.0,1.0,0,735.0,0
0.0,1.0,1.0,0,424.0,0
0.0,1.0,1.0,0,474.0,0
0.0,1.0,1.0,0,775.0,0
0.0,1.0,1.0,0,576.0,0
0.0,1.0,1.0,0,683.0,0
0.0,1.0,1.0,0,598.0,0
0.0,1.0,1.0,0,75632.0,0
0.0,1.0,1.0,0,32977.0,0
0.0,1.0,1.0,0,17043.0,0
0.0,1.0,1.0,0,36409.0,0
0.0,1.0,1.0,0,30802.0,0
0.0,1.0,1.0,0,6780.0,0
0.0,1.0,1.0,0,52271.0,0
0.0,1.0,1.0,0,5525.0,0
0.0,1.0,1.0,0,20721.0,0
0.0,1.0,1.0,0,3908.0,0
0.0,1.0,1.0,0,39912.0,0
0.0,1.0,1.0,0,32219.0,0
0.0,1.0,1.0,0,87192.0,0
0.0,1.0,1.0,0,19568.0,0
0.0,1.0,1.0,0,30103.0,0
0.0,1.0,1.0,0,22781.0,0
0.0,1.0,1.0,0,1314.0,0
0.0,1.0,1.0,0,39280.0,0
0.0,1.0,1.0,0,43473.0,0
0.0,1.0,1.0,0,6135.0,0
0.0,1.0,1.0,0,17046.0,0
0.0,1.0,1.0,0,46730.0,0
0.0,1.0,1.0,0,93706.0,0
0.0,1.0,1.0,0,81867.0,0
0.0,1.0,1.0,0,12429.0,0
0.0,2.0,1.0,0,63.0,0
1.0,1.0,1.0,0,66223.0,0
0.0,1.0,1.0,0,7902.0,0
1.0,1.0,1.0,0,42621.0,0
0.0,1.0,1.0,0,12692.0,0
0.0,1.0,1.0,0,110759.0,0
0.0,1.0,1.0,0,17498.0,0
0.0,1.0,1.0,0,15637.0,0
0.0,1.0,1.0,0,41111.0,0
0.0,1.0,1.0,0,51705.0,0
0.0,1.0,1.0,0,3567.0,0
0.0,1.0,1.0,0,12336.0,0
0.0,1.0,1.0,0,22125.0,0
0.0,1.0,1.0,0,22661.0,0
0.0,1.0,1.0,0,2966.0,0
0.0,1.0,1.0,0,5220.0,0
0.0,1.0,1.0,0,10799.0,0
0.0,1.0,1.0,0,53429.0,0
0.0,2.0,2.0,0,57.0,0
0.0,1.0,1.0,0,36026.0,0
0.0,1.0,1.0,0,52776.0,0
0.0,1.0,1.0,0,38797.0,0
0.0,1.0,1.0,0,15084.0,0
0.0,1.0,1.0,0,35664.0,0
0.0,1.0,1.0,0,36754.0,0
1.0,1.0,1.0,0,54561.0,0
0.0,1.0,1.0,0,58817.0,0
0.0,1.0,1.0,0,30653.0,0
0.0,1.0,1.0,0,1281.0,0
0.0,1.0,1.0,0,565.0,0
1.0,1.0,1.0,0,14796.0,0
0.0,1.0,1.0,0,15084.0,0
0.0,1.0,1.0,0,23825.0,0
0.0,1.0,1.0,0,30686.0,0
0.0,1.0,1.0,0,31136.0,0
0.0,1.0,1.0,0,39043.0,1
0.0,1.0,1.0,0,6082.0,1
0.0,1.0,1.0,0,5149.0,1
0.0,1.0,1.0,0,16899.0,1
0.0,1.0,1.0,0,8464.0,1
0.0,1.0,1.0,0,45987.0,1
0.0,1.0,1.0,0,19429.0,1
0.0,1.0,1.0,0,557.0,1
1.0,1.0,1.0,0,10003.0,1
1.0,1.0,1.0,0,27737.0,1
0.0,1.0,1.0,0,43698.0,1
0.0,1.0,1.0,0,4668.0,1
0.0,1.0,1.0,0,630.0,1
0.0,1.0,1.0,0,26585.0,1
0.0,1.0,1.0,0,0.0,0
0.0,1.0,1.0,0,9226.0,0
0.0,1.0,1.0,0,103291.0,0
0.0,1.0,1.0,0,9529.0,0
0.0,1.0,1.0,0,74271.0,0
0.0,1.0,1.0,0,69097.0,0
0.0,1.0,1.0,0,47780.0,0
0.0,1.0,1.0,0,28077.0,0
0.0,1.0,1.0,0,6180.0,0
0.0,1.0,1.0,0,21994.0,0
0.0,1.0,1.0,0,17677.0,0
1.0,1.0,1.0,0,3945.0,0
0.0,1.0,1.0,0,13910.0,0
0.0,1.0,1.0,0,93163.0,0
1.0,1.0,1.0,0,1335.0,0
0.0,1.0,1.0,0,137527.0,0
0.0,1.0,1.0,0,23120.0,0
0.0,1.0,1.0,0,2749.0,0
0.0,1.0,1.0,0,4373.0,0
0.0,1.0,1.0,0,40077.0,0
0.0,1.0,1.0,0,101589.0,0
0.0,1.0,1.0,0,15604.0,0
0.0,2.0,2.0,0,12.0,0
0.0,1.0,1.0,0,34119.0,0
0.0,1.0,1.0,0,3431.0,0
0.0,1.0,1.0,0,49128.0,0
0.0,1.0,1.0,0,7711.0,0
0.0,1.0,1.0,0,4029.0,0
0.0,1.0,1.0,0,99021.0,0
1.0,1.0,1.0,0,43456.0,0
0.0,1.0,1.0,0,25542.0,0
0.0,1.0,1.0,0,1411.0,0
0.0,1.0,1.0,0,54276.0,0
0.0,1.0,1.0,0,22355.0,0
0.0,1.0,1.0,0,22996.0,0
0.0,1.0,1.0,0,3937.0,0
0.0,1.0,1.0,0,42507.0,0
1.0,1.0,1.0,0,4023.0,0
0.0,1.0,1.0,0,47480.0,0
0.0,1.0,1.0,0,17850.0,0
0.0,1.0,1.0,0,54023.0,0
0.0,1.0,1.0,0,29403.0,0
0.0,1.0,1.0,0,50787.0,0
0.0,1.0,1.0,0,6315.0,0
1.0,1.0,1.0,0,96649.0,0
0.0,1.0,1.0,0,32465.0,0
0.0,1.0,1.0,0,2233.0,0
0.0,1.0,1.0,0,12964.0,0
0.0,1.0,1.0,0,24998.0,0
0.0,1.0,1.0,0,3116.0,0
0.0,1.0,1.0,0,38189.0,0
0.0,1.0,1.0,0,10005.0,0
0.0,1.0,1.0,0,17848.0,0
0.0,1.0,1.0,0,6749.0,0
0.0,1.0,1.0,0,58782.0,0
0.0,1.0,1.0,0,34327.0,0
0.0,1.0,1.0,0,13691.0,0
0.0,1.0,1.0,0,2846.0,0
0.0,1.0,1.0,0,38289.0,0
0.0,1.0,1.0,0,9163.0,0
0.0,1.0,1.0,0,62038.0,0
0.0,1.0,1.0,0,36612.0,0
0.0,1.0,1.0,0,53284.0,0
0.0,1.0,1.0,0,24178.0,0
0.0,1.0,1.0,0,29598.0,0
0.0,1.0,1.0,0,123468.0,0
0.0,1.0,1.0,0,119737.0,0
0.0,1.0,1.0,0,19713.0,0
0.0,1.0,1.0,0,70137.0,0
0.0,1.0,1.0,0,48257.0,0
0.0,1.0,1.0,0,42781.0,1
0.0,1.0,1.0,0,6497.0,1
0.0,1.0,1.0,0,86794.0,1
0.0,1.0,1.0,0,0.0,0
0.0,1.0,1.0,0,21461.0,0
0.0,1.0,1.0,0,2948.0,0
0.0,1.0,1.0,0,17268.0,0
0.0,1.0,1.0,0,2781.0,0
0.0,1.0,1.0,0,1163.0,0
1.0,1.0,1.0,0,55286.0,0
1.0,1.0,1.0,0,72325.0,0
0.0,1.0,1.0,0,10741.0,0
0.0,1.0,1.0,0,3473.0,0
0.0,1.0,1.0,0,20520.0,0
0.0,1.0,1.0,0,20229.0,0
0.0,1.0,1.0,0,52461.0,0
0.0,1.0,1.0,0,3094.0,0
0.0,1.0,1.0,0,44898.0,0
0.0,1.0,1.0,0,32619.0,0
0.0,1.0,1.0,0,10605.0,0
0.0,1.0,1.0,0,45646.0,0
0.0,1.0,1.0,0,8821.0,0
0.0,1.0,1.0,0,27292.0,0
0.0,1.0,1.0,0,4392.0,0
0.0,1.0,1.0,0,66259.0,0
0.0,1.0,1.0,0,17461.0,0
0.0,1.0,1.0,0,2271.0,0
0.0,1.0,1.0,0,12900.0,0
0.0,1.0,1.0,0,18571.0,0
0.0,1.0,1.0,0,22196.0,0
0.0,1.0,1.0,0,16754.0,0
0.0,1.0,1.0,0,108937.0,0
0.0,1.0,1.0,0,599.0,0
0.0,1.0,1.0,0,2883.0,0
0.0,1.0,1.0,0,10418.0,0
0.0,1.0,1.0,0,9694.0,0
0.0,1.0,1.0,0,18838.0,0
0.0,1.0,1.0,0,48346.0,0
0.0,1.0,1.0,0,63317.0,0
0.0,1.0,1.0,0,37143.0,0
0.0,1.0,1.0,0,998.0,0
0.0,1.0,1.0,0,55659.0,0
0.0,1.0,1.0,0,70073.0,0
0.0,1.0,1.0,0,7792.0,0
0.0,1.0,1.0,0,94502.0,0
0.0,1.0,1.0,0,960.0,0
0.0,1.0,1.0,0,15691.0,0
0.0,1.0,1.0,0,18927.0,0
0.0,1.0,1.0,0,38745.0,0
0.0,1.0,1.0,0,47661.0,0
0.0,1.0,1.0,0,6312.0,0
0.0,1.0,1.0,0,11148.0,0
0.0,1.0,1.0,0,48438.0,0
0.0,1.0,1.0,0,3758.0,0
0.0,1.0,1.0,0,11047.0,0
1.0,1.0,1.0,0,6318.0,0
0.0,1.0,1.0,0,36111.0,0
0.0,1.0,1.0,0,7581.0,0
0.0,1.0,1.0,0,7081.0,0
0.0,1.0,1.0,0,7468.0,0
0.0,1.0,1.0,0,97438.0,0
0.0,1.0,1.0,0,116410.0,0
1.0,1.0,1.0,0,3058.0,0
0.0,1.0,1.0,0,59009.0,0
0.0,1.0,1.0,0,24272.0,0
0.0,1.0,1.0,0,27627.0,0
0.0,1.0,1.0,0,3671.0,0
1.0,1.0,1.0,0,193989.0,0
0.0,1.0,1.0,0,65363.0,0
0.0,1.0,1.0,0,6550.0,0
0.0,1.0,1.0,0,41213.0,0
0.0,1.0,1.0,0,13530.0,0
0.0,1.0,1.0,0,7466.0,0
0.0,1.0,1.0,0,4959.0,0
0.0,1.0,1.0,0,40570.0,1
0.0,1.0,1.0,0,104686.0,1
0.0,1.0,1.0,0,10511.0,1
0.0,1.0,1.0,0,29898.0,1
0.0,1.0,1.0,0,15183.0,1
0.0,1.0,1.0,0,29949.0,1
0.0,1.0,1.0,0,2658.0,1
0.0,1.0,1.0,0,5584.0,1
0.0,1.0,1.0,0,62244.0,1
0.0,1.0,1.0,0,4002.0,1
0.0,1.0,1.0,0,106630.0,1
0.0,1.0,1.0,0,29711.0,1
0.0,1.0,1.0,0,18197.0,1
0.0,1.0,1.0,0,26949.0,1
0.0,1.0,1.0,0,21326.0,1
0.0,1.0,1.0,0,0.0,0
0.0,1.0,1.0,0,3457.0,0
0.0,1.0,1.0,0,59530.0,0
0.0,1.0,1.0,0,3742.0,0
0.0,1.0,1.0,0,50174.0,0
0.0,1.0,1.0,0,24821.0,0
0.0,1.0,1.0,0,33630.0,0
1.0,1.0,1.0,0,34395.0,0
0.0,1.0,1.0,0,9469.0,0
0.0,1.0,1.0,0,22193.0,0
0.0,1.0,1.0,0,8789.0,0
0.0,1.0,1.0,0,66510.0,0
0.0,1.0,1.0,0,332.0,0
0.0,1.0,1.0,0,5488.0,0
0.0,1.0,1.0,0,159028.0,0
0.0,1.0,1.0,0,23966.0,0
0.0,1.0,1.0,0,26033.0,0
0.0,1.0,1.0,0,6014.0,0
0.0,1.0,1.0,0,32556.0,0
0.0,1.0,1.0,0,43789.0,0
0.0,1.0,1.0,0,20192.0,0
0.0,1.0,1.0,0,25597.0,0
0.0,1.0,1.0,0,36680.0,0
0.0,1.0,1.0,0,36842.0,0
0.0,1.0,1.0,0,7937.0,0
0.0,1.0,1.0,0,51261.0,0
0.0,1.0,1.0,0,35566.0,0
0.0,1.0,1.0,0,1295.0,0
0.0,1.0,1.0,0,5899.0,0
1.0,1.0,1.0,0,4137.0,0
0.0,1.0,1.0,0,71367.0,0
0.0,1.0,1.0,0,119579.0,0
0.0,1.0,1.0,0,20640.0,0
0.0,1.0,1.0,0,24863.0,0
0.0,1.0,1.0,0,31443.0,0
0.0,1.0,1.0,0,34391.0,0
0.0,1.0,1.0,0,33168.0,0
0.0,1.0,1.0,0,11917.0,0
0.0,1.0,1.0,0,32562.0,0
0.0,1.0,1.0,0,80657.0,0
0.0,1.0,1.0,0,23815.0,0
0.0,1.0,1.0,0,74958.0,0
0.0,1.0,1.0,0,127720.0,0
0.0,1.0,1.0,0,8514.0,0
0.0,1.0,1.0,0,9760.0,0
0.0,1.0,1.0,0,26367.0,0
0.0,1.0,1.0,0,46926.0,0
0.0,1.0,1.0,0,17419.0,0
0.0,1.0,1.0,0,27169.0,0
0.0,1.0,1.0,0,47516.0,0
0.0,1.0,1.0,0,33706.0,0
0.0,1.0,1.0,0,16001.0,0
0.0,1.0,1.0,0,31088.0,0
0.0,1.0,1.0,0,53529.0,0
0.0,1.0,1.0,0,6905.0,0
0.0,1.0,1.0,0,18898.0,0
0.0,1.0,1.0,0,51066.0,0
0.0,1.0,1.0,0,6213.0,0
0.0,1.0,1.0,0,135789.0,0
0.0,1.0,1.0,0,41595.0,0
0.0,1.0,1.0,0,69424.0,0
0.0,1.0,1.0,0,43861.0,0
0.0,1.0,1.0,0,9046.0,0
0.0,1.0,1.0,0,9950.0,0
0.0,1.0,1.0,0,18142.0,0
0.0,1.0,1.0,0,5112.0,0
0.0,1.0,1.0,0,27188.0,1
0.0,1.0,1.0,0,14012.0,1
0.0,1.0,1.0,0,40228.0,1
0.0,1.0,1.0,0,40254.0,1
0.0,1.0,1.0,0,8248.0,1
0.0,1.0,1.0,0,17755.0,1
0.0,1.0,1.0,0,35704.0,1
1.0,1.0,1.0,0,8392.0,1
0.0,1.0,1.0,0,96290.0,1
0.0,1.0,1.0,0,0.0,0
0.0,1.0,1.0,0,11216.0,0
0.0,1.0,1.0,0,42019.0,0
0.0,1.0,1.0,0,79263.0,0
0.0,1.0,1.0,0,85113.0,0
0.0,1.0,1.0,0,15368.0,0
0.0,1.0,1.0,0,7200.0,0
0.0,1.0,1.0,0,28521.0,0
0.0,1.0,1.0,0,4452.0,0
0.0,1.0,1.0,0,2170.0,0
0.0,1.0,1.0,0,14813.0,0
0.0,1.0,1.0,0,3594.0,0
0.0,1.0,1.0,0,18142.0,0
0.0,1.0,1.0,0,18119.0,0
1.0,1.0,1.0,0,61266.0,0
0.0,1.0,1.0,0,9991.0,0
0.0,1.0,1.0,0,6092.0,0
0.0,1.0,1.0,0,32265.0,0
0.0,1.0,1.0,0,12413.0,0
0.0,1.0,1.0,0,17193.0,0
0.0,1.0,1.0,0,3579.0,0
0.0,1.0,1.0,0,35958.0,0
0.0,1.0,1.0,0,60559.0,0
0.0,1.0,1.0,0,5158.0,0
1.0,1.0,1.0,0,26861.0,0
0.0,1.0,1.0,0,51899.0,0
0.0,1.0,1.0,0,45951.0,0
1.0,1.0,1.0,0,33662.0,0
0.0,1.0,1.0,0,4094.0,0
0.0,1.0,1.0,0,38296.0,0
0.0,1.0,1.0,0,14052.0,0
0.0,1.0,1.0,0,18975.0,0
0.0,1.0,1.0,0,32598.0,0
0.0,1.0,1.0,0,64962.0,0
0.0,1.0,1.0,0,19990.0,0
0.0,1.0,1.0,0,44000.0,0
0.0,1.0,1.0,0,83709.0,0
0.0,1.0,1.0,0,48957.0,0
0.0,1.0,1.0,0,20130.0,0
0.0,1.0,1.0,0,21089.0,0
0.0,1.0,1.0,0,77148.0,0
0.0,1.0,1.0,0,49733.0,0
0.0,1.0,1.0,0,16144.0,0
0.0,1.0,1.0,0,35411.0,0
1.0,1.0,1.0,0,36530.0,0
0.0,1.0,1.0,0,155714.0,0
0.0,1.0,1.0,0,73527.0,0
0.0,1.0,1.0,0,36772.0,0
1.0,1.0,1.0,0,76695.0,0
0.0,1.0,1.0,0,12507.0,0
0.0,1.0,1.0,0,88407.0,0
0.0,1.0,1.0,0,31653.0,0
0.0,1.0,1.0,0,32098.0,0
0.0,1.0,1.0,0,12268.0,0
0.0,1.0,1.0,0,8293.0,0
0.0,1.0,1.0,0,41307.0,0
0.0,1.0,1.0,0,39399.0,0
0.0,1.0,1.0,0,120384.0,0
0.0,1.0,1.0,0,18658.0,0
0.0,1.0,1.0,0,41597.0,0
1.0,1.0,1.0,0,20387.0,0
0.0,1.0,1.0,0,18482.0,0
0.0,1.0,1.0,0,39649.0,0
0.0,1.0,1.0,0,114439.0,0
0.0,1.0,1.0,0,75327.0,0
0.0,1.0,1.0,0,25791.0,0
0.0,1.0,1.0,0,636.0,0
0.0,1.0,1.0,0,28720.0,0
0.0,1.0,1.0,0,18532.0,0
0.0,1.0,1.0,0,1109.0,0
0.0,1.0,1.0,0,27274.0,0
0.0,1.0,1.0,0,8316.0,0
0.0,1.0,1.0,0,32876.0,0
0.0,1.0,1.0,0,13500.0,0
0.0,1.0,1.0,0,0.0,0
0.0,1.0,1.0,0,48188.0,0
0.0,1.0,1.0,0,5143.0,0
0.0,1.0,1.0,0,111051.0,0
0.0,1.0,1.0,0,26526.0,0
0.0,1.0,1.0,0,61081.0,0
0.0,1.0,1.0,0,13621.0,0
0.0,1.0,1.0,0,43050.0,0
0.0,1.0,1.0,0,75665.0,0
0.0,1.0,1.0,0,1744.0,0
0.0,1.0,1.0,0,59403.0,0
0.0,1.0,1.0,0,14448.0,0
0.0,1.0,1.0,0,7383.0,0
0.0,1.0,1.0,0,22199.0,0
0.0,1.0,1.0,0,71778.0,0
1.0,1.0,1.0,0,31002.0,0
0.0,1.0,1.0,0,3190.0,0
0.0,1.0,1.0,0,26289.0,0
0.0,1.0,1.0,0,15092.0,0
1.0,1.0,1.0,0,74625.0,0
0.0,1.0,1.0,0,1703.0,0
0.0,1.0,1.0,0,18861.0,0
0.0,1.0,1.0,0,6913.0,0
0.0,1.0,1.0,0,39649.0,0
0.0,1.0,1.0,0,127184.0,0
0.0,1.0,1.0,0,1682.0,0
0.0,1.0,1.0,0,47587.0,0
0.0,1.0,1.0,0,4729.0,0
0.0,1.0,1.0,0,43261.0,0
0.0,1.0,1.0,0,1452.0,0
0.0,1.0,1.0,0,2326.0,0
0.0,1.0,1.0,0,14856.0,0
0.0,1.0,1.0,0,12565.0,0
1.0,1.0,1.0,0,65486.0,0
0.0,1.0,1.0,0,37744.0,0
0.0,1.0,1.0,0,6486.0,0
0.0,1.0,1.0,0,16355.0,0
0.0,1.0,1.0,0,16198.0,0
