failed_attempt_count,unique_ports_accessed,request_frequency,sql_flag,time_gap,label,ml_pred
0.0,1.0,1.0,0,88799.0,1,0
0.0,1.0,1.0,0,8625.0,1,0
0.0,1.0,1.0,0,5851.0,1,0
0.0,1.0,1.0,0,17458.0,1,0
0.0,1.0,1.0,0,17867.0,1,0
1.0,1.0,1.0,0,5751.0,1,0
0.0,1.0,1.0,0,6615.0,1,0
0.0,1.0,1.0,0,21536.0,1,0
0.0,1.0,1.0,0,1543.0,1,0
0.0,1.0,1.0,0,39123.0,1,0
0.0,1.0,1.0,0,8623.0,1,0
0.0,1.0,1.0,0,61269.0,1,0
0.0,1.0,1.0,0,12850.0,1,0
0.0,1.0,1.0,0,19136.0,1,0
0.0,1.0,1.0,0,62764.0,1,0
0.0,1.0,1.0,0,76573.0,1,0
0.0,1.0,1.0,0,9787.0,1,0
0.0,1.0,1.0,0,10095.0,1,0
0.0,1.0,1.0,0,57645.0,1,0
0.0,1.0,1.0,0,4358.0,1,0
0.0,1.0,1.0,0,2429.0,1,0
0.0,1.0,1.0,0,35803.0,1,0
0.0,1.0,1.0,0,21545.0,1,0
0.0,1.0,1.0,0,16122.0,1,0
0.0,1.0,1.0,0,47095.0,1,0
0.0,1.0,1.0,0,1127.0,1,0
0.0,1.0,1.0,0,57161.0,1,0
1.0,1.0,1.0,0,10236.0,1,0
0.0,1.0,1.0,0,66572.0,1,0
0.0,1.0,1.0,0,79493.0,1,0
0.0,1.0,1.0,0,128522.0,1,0
0.0,1.0,1.0,0,1680.0,1,0
0.0,1.0,1.0,0,19195.0,1,0
0.0,1.0,1.0,0,35415.0,1,0
0.0,1.0,1.0,0,2996.0,1,0
0.0,1.0,1.0,0,608.0,1,0
0.0,1.0,1.0,0,15797.0,1,0
0.0,1.0,1.0,0,2371.0,1,0
0.0,1.0,1.0,0,9321.0,1,0
0.0,1.0,1.0,0,8865.0,1,0
0.0,1.0,1.0,0,26939.0,1,0
0.0,1.0,1.0,0,36266.0,1,0
0.0,1.0,1.0,0,26572.0,1,0
0.0,1.0,1.0,0,87470.0,1,0
0.0,1.0,1.0,0,10634.0,1,0
0.0,1.0,1.0,0,3892.0,1,0
0.0,1.0,1.0,0,49277.0,1,0
0.0,1.0,1.0,0,42410.0,1,0
0.0,1.0,1.0,0,65909.0,1,0
0.0,1.0,1.0,0,5611.0,1,0
0.0,1.0,1.0,0,30711.0,1,0
0.0,1.0,1.0,0,24854.0,1,0
0.0,1.0,1.0,0,50669.0,1,0
0.0,1.0,1.0,0,5787.0,1,0
0.0,1.0,1.0,0,98002.0,1,0
1.0,1.0,1.0,0,27995.0,1,0
1.0,1.0,1.0,0,3537.0,1,0
0.0,1.0,1.0,0,35770.0,1,0
0.0,1.0,1.0,0,29151.0,1,0
0.0,1.0,1.0,0,3726.0,1,0
0.0,1.0,1.0,0,31103.0,1,0
0.0,1.0,1.0,0,33966.0,1,0
0.0,1.0,1.0,0,4440.0,1,0
0.0,1.0,1.0,0,65944.0,1,0
0.0,1.0,1.0,0,2761.0,1,0
0.0,1.0,1.0,0,9479.0,1,0
1.0,1.0,1.0,0,367.0,1,0
0.0,1.0,1.0,0,9701.0,1,0
0.0,1.0,1.0,0,2607.0,1,0
0.0,1.0,1.0,0,17954.0,1,0
0.0,1.0,1.0,0,3640.0,1,0
0.0,1.0,1.0,0,77554.0,1,0
1.0,1.0,1.0,0,16270.0,1,0
0.0,1.0,1.0,0,36740.0,1,0
0.0,1.0,1.0,0,72307.0,1,0
0.0,1.0,1.0,0,2542.0,1,0
0.0,1.0,1.0,0,58026.0,1,0
0.0,1.0,1.0,0,12554.0,1,0
1.0,1.0,1.0,0,8077.0,1,0
0.0,1.0,1.0,0,9011.0,1,0
0.0,1.0,1.0,0,119400.0,1,0
0.0,1.0,1.0,0,57668.0,1,0
0.0,1.0,1.0,0,577.0,1,0
1.0,1.0,1.0,0,6115.0,1,0
0.0,1.0,1.0,0,28295.0,1,0
0.0,2.0,2.0,0,8.0,0,1
0.0,1.0,1.0,0,60699.0,1,0
0.0,1.0,1.0,0,135811.0,1,0
0.0,1.0,1.0,0,10709.0,1,0
0.0,1.0,1.0,0,23224.0,1,0
0.0,1.0,1.0,0,74799.0,1,0
0.0,1.0,1.0,0,81469.0,1,0
0.0,1.0,1.0,0,17179.0,1,0
0.0,1.0,1.0,0,76309.0,1,0
0.0,1.0,1.0,0,86973.0,1,0
0.0,1.0,1.0,0,61825.0,1,0
0.0,1.0,1.0,0,32744.0,1,0
0.0,1.0,2.0,0,27.0,1,0
0.0,1.0,1.0,0,50247.0,1,0
0.0,1.0,1.0,0,65518.0,1,0
0.0,1.0,1.0,0,5344.0,1,0
0.0,1.0,1.0,0,47646.0,1,0
0.0,1.0,1.0,0,1356.0,1,0
0.0,1.0,1.0,0,25273.0,1,0
0.0,1.0,1.0,0,46589.0,1,0
1.0,1.0,1.0,0,29480.0,1,0
0.0,1.0,1.0,0,42671.0,1,0
0.0,1.0,1.0,0,13855.0,1,0
0.0,1.0,1.0,0,1967.0,1,0
0.0,1.0,1.0,0,16376.0,1,0
0.0,1.0,1.0,0,527.0,1,0
0.0,1.0,1.0,0,845.0,1,0
0.0,2.0,1.0,0,296.0,1,0
0.0,2.0,1.0,0,223.0,1,0
0.0,1.0,1.0,0,479.0,1,0
0.0,1.0,1.0,0,856.0,1,0
0.0,1.0,1.0,0,91243.0,1,0
0.0,1.0,1.0,0,2211.0,1,0
0.0,1.0,1.0,0,52139.0,1,0
0.0,1.0,1.0,0,22306.0,1,0
0.0,2.0,1.0,0,262.0,1,0
0.0,1.0,1.0,0,356.0,1,0
0.0,2.0,1.0,0,241.0,1,0
0.0,1.0,1.0,0,425.0,1,0
0.0,1.0,1.0,0,844.0,1,0
0.0,1.0,1.0,0,604.0,1,0
0.0,2.0,2.0,0,46.0,1,0
0.0,1.0,1.0,0,55086.0,1,0
0.0,1.0,1.0,0,67861.0,1,0
1.0,1.0,1.0,0,49384.0,1,0
0.0,1.0,1.0,0,24014.0,1,0
0.0,1.0,1.0,0,2183.0,1,0
0.0,1.0,1.0,0,89319.0,1,0
0.0,1.0,1.0,0,17477.0,1,0
0.0,1.0,1.0,0,13548.0,1,0
0.0,1.0,1.0,0,18725.0,1,0
1.0,1.0,1.0,0,76980.0,1,0
0.0,1.0,1.0,0,23220.0,1,0
0.0,1.0,1.0,0,50936.0,1,0
0.0,1.0,1.0,0,10787.0,1,0
0.0,1.0,1.0,0,1246.0,1,0
0.0,1.0,1.0,0,53819.0,1,0
0.0,1.0,1.0,0,46192.0,1,0
0.0,1.0,1.0,0,10008.0,1,0
0.0,1.0,1.0,0,34255.0,1,0
0.0,2.0,1.0,0,95.0,1,0
0.0,1.0,1.0,0,14271.0,1,0
0.0,1.0,1.0,0,18224.0,1,0
0.0,1.0,1.0,0,5124.0,1,0
0.0,1.0,1.0,0,29579.0,1,0
0.0,1.0,1.0,0,33123.0,1,0
0.0,1.0,1.0,0,10962.0,1,0
0.0,1.0,1.0,0,77188.0,1,0
1.0,1.0,1.0,0,6416.0,1,0
0.0,1.0,1.0,0,21269.0,1,0
0.0,1.0,1.0,0,23657.0,1,0
0.0,1.0,1.0,0,18949.0,1,0
0.0,1.0,1.0,0,11136.0,1,0
0.0,1.0,1.0,0,14580.0,1,0
0.0,1.0,1.0,0,22651.0,1,0
0.0,1.0,1.0,0,1157.0,1,0
0.0,1.0,1.0,0,2960.0,1,0
0.0,1.0,1.0,0,46604.0,1,0
0.0,1.0,1.0,0,43618.0,1,0
0.0,1.0,1.0,0,40431.0,1,0
0.0,1.0,1.0,0,17209.0,1,0
0.0,1.0,1.0,0,39450.0,1,0
0.0,1.0,1.0,0,24237.0,1,0
0.0,1.0,1.0,0,23037.0,1,0
0.0,1.0,1.0,0,15155.0,1,0
0.0,1.0,1.0,0,24440.0,1,0
0.0,1.0,1.0,0,5957.0,1,0
0.0,1.0,1.0,0,24731.0,1,0
1.0,1.0,1.0,0,3418.0,1,0
0.0,1.0,1.0,0,14526.0,1,0
0.0,1.0,1.0,0,80208.0,1,0
1.0,1.0,1.0,0,54923.0,1,0
0.0,1.0,1.0,0,170721.0,1,0
0.0,1.0,1.0,0,1841.0,1,0
0.0,1.0,1.0,0,17827.0,1,0
0.0,1.0,1.0,0,126541.0,1,0
0.0,1.0,1.0,0,42312.0,1,0
1.0,1.0,1.0,0,9598.0,1,0
0.0,1.0,1.0,0,21912.0,1,0
0.0,1.0,1.0,0,38258.0,1,0
0.0,1.0,1.0,0,137699.0,1,0
0.0,1.0,1.0,0,12230.0,1,0
1.0,1.0,1.0,0,29184.0,1,0
0.0,1.0,1.0,0,20422.0,1,0
0.0,1.0,1.0,0,1542.0,1,0
0.0,1.0,1.0,0,7838.0,1,0
0.0,1.0,1.0,0,79296.0,1,0
0.0,1.0,1.0,0,18555.0,1,0
0.0,1.0,1.0,0,428.0,1,0
0.0,1.0,1.0,0,42563.0,1,0
0.0,1.0,1.0,0,1107.0,1,0
0.0,1.0,1.0,0,35193.0,1,0
0.0,1.0,1.0,0,74156.0,1,0
1.0,1.0,1.0,0,25161.0,1,0
0.0,1.0,1.0,0,20998.0,1,0
0.0,2.0,1.0,0,171.0,1,0
0.0,1.0,1.0,0,48663.0,1,0
0.0,1.0,1.0,0,27205.0,1,0
0.0,1.0,1.0,0,60161.0,1,0
0.0,1.0,1.0,0,7161.0,1,0
0.0,1.0,1.0,0,10164.0,1,0
0.0,1.0,1.0,0,7146.0,1,0
0.0,1.0,1.0,0,5607.0,1,0
0.0,1.0,1.0,0,37377.0,1,0
0.0,1.0,1.0,0,24538.0,1,0
1.0,1.0,1.0,0,25147.0,1,0
0.0,1.0,1.0,0,10064.0,1,0
1.0,1.0,1.0,0,87143.0,1,0
0.0,1.0,1.0,0,12010.0,1,0
0.0,1.0,1.0,0,4422.0,1,0
0.0,1.0,1.0,0,37258.0,1,0
0.0,1.0,1.0,0,1736.0,1,0
0.0,1.0,1.0,0,39243.0,1,0
0.0,1.0,1.0,0,23893.0,1,0
0.0,1.0,1.0,0,55497.0,1,0
1.0,1.0,1.0,0,30306.0,1,0
0.0,1.0,1.0,0,29624.0,1,0
0.0,1.0,1.0,0,13811.0,1,0
0.0,1.0,1.0,0,30413.0,1,0
0.0,1.0,1.0,0,128195.0,1,0
0.0,1.0,1.0,0,80645.0,1,0
0.0,1.0,1.0,0,17727.0,1,0
0.0,1.0,1.0,0,540.0,1,0
0.0,1.0,1.0,0,3566.0,1,0
0.0,1.0,1.0,0,79641.0,1,0
0.0,1.0,1.0,0,2802.0,1,0
0.0,1.0,1.0,0,68367.0,1,0
0.0,1.0,1.0,0,11441.0,1,0
0.0,1.0,1.0,0,12222.0,1,0
0.0,1.0,1.0,0,23562.0,1,0
0.0,1.0,1.0,0,11888.0,1,0
0.0,1.0,1.0,0,23640.0,1,0
0.0,1.0,1.0,0,64544.0,1,0
0.0,1.0,1.0,0,47008.0,1,0
0.0,1.0,1.0,0,15411.0,1,0
0.0,1.0,1.0,0,28982.0,1,0
0.0,1.0,1.0,0,82168.0,1,0
0.0,1.0,1.0,0,82473.0,1,0
0.0,2.0,2.0,0,12.0,0,1
0.0,1.0,1.0,0,665.0,1,0
0.0,1.0,1.0,0,49358.0,1,0
0.0,1.0,1.0,0,37090.0,1,0
0.0,1.0,1.0,0,1421.0,1,0
0.0,1.0,1.0,0,29494.0,1,0
0.0,1.0,1.0,0,23709.0,1,0
0.0,1.0,1.0,0,29698.0,1,0
1.0,1.0,1.0,0,11315.0,1,0
0.0,1.0,1.0,0,16758.0,1,0
0.0,1.0,1.0,0,42363.0,1,0
0.0,1.0,1.0,0,16240.0,1,0
0.0,1.0,1.0,0,20525.0,1,0
1.0,1.0,1.0,0,30658.0,1,0
0.0,1.0,1.0,0,78673.0,1,0
0.0,1.0,1.0,0,21044.0,1,0
0.0,1.0,1.0,0,6052.0,1,0
0.0,1.0,1.0,0,35026.0,1,0
0.0,1.0,1.0,0,34009.0,1,0
0.0,1.0,1.0,0,7073.0,1,0
0.0,1.0,1.0,0,55664.0,1,0
1.0,1.0,1.0,0,1673.0,1,0
0.0,1.0,1.0,0,14478.0,1,0
0.0,1.0,1.0,0,8666.0,1,0
1.0,1.0,1.0,0,22790.0,1,0
0.0,1.0,1.0,0,5735.0,1,0
0.0,1.0,1.0,0,3731.0,1,0
0.0,1.0,1.0,0,8907.0,1,0
0.0,1.0,1.0,0,12736.0,1,0
0.0,1.0,1.0,0,25923.0,1,0
0.0,1.0,1.0,0,118058.0,1,0
0.0,1.0,1.0,0,63371.0,1,0
0.0,1.0,1.0,0,182379.0,1,0
0.0,1.0,1.0,0,26021.0,1,0
1.0,1.0,1.0,0,18129.0,1,0
0.0,1.0,1.0,0,13998.0,1,0
0.0,1.0,1.0,0,44582.0,1,0
0.0,1.0,1.0,0,14368.0,1,0
0.0,1.0,1.0,0,20691.0,1,0
0.0,1.0,1.0,0,12304.0,1,0
0.0,1.0,1.0,0,84112.0,1,0
0.0,1.0,1.0,0,38408.0,1,0
0.0,1.0,1.0,0,9012.0,1,0
0.0,1.0,1.0,0,11792.0,1,0
0.0,1.0,1.0,0,14773.0,1,0
0.0,1.0,1.0,0,9972.0,1,0
0.0,1.0,1.0,0,8721.0,1,0
1.0,1.0,1.0,0,58038.0,1,0
0.0,1.0,1.0,0,25787.0,1,0
0.0,1.0,1.0,0,36036.0,1,0
0.0,1.0,1.0,0,27109.0,1,0
0.0,1.0,1.0,0,599.0,1,0
1.0,1.0,1.0,0,13986.0,1,0
0.0,1.0,1.0,0,80571.0,1,0
0.0,1.0,1.0,0,35382.0,1,0
0.0,1.0,1.0,0,3342.0,1,0
0.0,1.0,1.0,0,74881.0,1,0
0.0,1.0,1.0,0,93416.0,1,0
0.0,1.0,1.0,0,109814.0,1,0
0.0,1.0,1.0,0,8313.0,1,0
0.0,1.0,1.0,0,36585.0,1,0
1.0,1.0,1.0,0,30825.0,1,0
0.0,1.0,1.0,0,45967.0,1,0
0.0,1.0,1.0,0,119416.0,1,0
0.0,1.0,1.0,0,22711.0,1,0
1.0,1.0,1.0,0,16334.0,1,0
0.0,1.0,1.0,0,29351.0,1,0
0.0,1.0,1.0,0,17868.0,1,0
0.0,1.0,1.0,0,3523.0,1,0
0.0,1.0,1.0,0,33603.0,1,0
0.0,1.0,1.0,0,10803.0,1,0
0.0,1.0,1.0,0,50970.0,1,0
1.0,1.0,1.0,0,24712.0,1,0
1.0,1.0,1.0,0,2741.0,1,0
0.0,1.0,1.0,0,92414.0,1,0
0.0,1.0,1.0,0,3001.0,1,0
0.0,1.0,1.0,0,29649.0,1,0
1.0,1.0,1.0,0,61889.0,1,0
0.0,1.0,1.0,0,48563.0,1,0
0.0,1.0,1.0,0,30029.0,1,0
0.0,1.0,1.0,0,28043.0,1,0
0.0,1.0,1.0,0,230198.0,1,0
0.0,1.0,1.0,0,11264.0,1,0
1.0,1.0,1.0,0,117090.0,1,0
1.0,1.0,1.0,0,60688.0,1,0
1.0,1.0,1.0,0,12406.0,1,0
0.0,1.0,1.0,0,9085.0,1,0
0.0,1.0,1.0,0,39884.0,1,0
0.0,1.0,1.0,0,2316.0,1,0
0.0,1.0,1.0,0,43709.0,1,0
0.0,1.0,1.0,0,24043.0,1,0
0.0,1.0,1.0,0,81369.0,1,0
0.0,1.0,1.0,0,45486.0,1,0
0.0,1.0,1.0,0,37419.0,1,0
0.0,1.0,1.0,0,14163.0,1,0
1.0,1.0,1.0,0,392.0,1,0
1.0,1.0,1.0,0,18416.0,1,0
0.0,1.0,1.0,0,11446.0,1,0
0.0,1.0,1.0,0,81036.0,1,0
1.0,1.0,1.0,0,64015.0,1,0
0.0,1.0,1.0,0,24273.0,1,0
0.0,1.0,1.0,0,27304.0,1,0
1.0,1.0,1.0,0,10392.0,1,0
0.0,1.0,1.0,0,41840.0,1,0
1.0,1.0,1.0,0,33551.0,1,0
0.0,1.0,1.0,0,22547.0,1,0
0.0,1.0,1.0,0,546.0,1,0
0.0,1.0,1.0,0,14372.0,1,0
0.0,1.0,1.0,0,82891.0,1,0
0.0,1.0,1.0,0,85867.0,1,0
0.0,1.0,1.0,0,919.0,1,0
0.0,1.0,1.0,0,53620.0,1,0
0.0,1.0,1.0,0,1487.0,1,0
0.0,1.0,1.0,0,5446.0,1,0
0.0,1.0,1.0,0,25966.0,1,0
0.0,1.0,1.0,0,22542.0,1,0
0.0,1.0,1.0,0,12300.0,1,0
0.0,1.0,1.0,0,15948.0,1,0
0.0,1.0,1.0,0,27171.0,1,0
0.0,1.0,1.0,0,83273.0,1,0
1.0,1.0,1.0,0,14233.0,1,0
1.0,1.0,1.0,0,16830.0,1,0
0.0,1.0,1.0,0,31121.0,1,0
0.0,1.0,1.0,0,90644.0,1,0
0.0,1.0,1.0,0,10176.0,1,0
0.0,1.0,1.0,0,19869.0,1,0
0.0,1.0,1.0,0,118605.0,1,0
1.0,1.0,1.0,0,44960.0,1,0
1.0,1.0,1.0,0,63006.0,1,0
1.0,1.0,1.0,0,39932.0,1,0
0.0,1.0,1.0,0,70464.0,1,0
0.0,1.0,1.0,0,76094.0,1,0
0.0,1.0,1.0,0,12510.0,1,0
0.0,1.0,1.0,0,3105.0,1,0
0.0,1.0,1.0,0,29392.0,1,0
1.0,1.0,1.0,0,43143.0,1,0
0.0,1.0,1.0,0,13961.0,1,0
0.0,1.0,1.0,0,4642.0,1,0
0.0,1.0,1.0,0,901.0,1,0
1.0,1.0,1.0,0,9612.0,1,0
0.0,1.0,1.0,0,14668.0,1,0
0.0,1.0,1.0,0,51914.0,1,0
1.0,1.0,1.0,0,70584.0,1,0
0.0,1.0,1.0,0,32997.0,1,0
0.0,1.0,1.0,0,29089.0,1,0
0.0,1.0,1.0,0,24744.0,1,0
1.0,1.0,1.0,0,31772.0,1,0
0.0,1.0,1.0,0,111336.0,1,0
0.0,1.0,1.0,0,23905.0,1,0
1.0,1.0,1.0,0,21159.0,1,0
0.0,1.0,1.0,0,89267.0,1,0
1.0,1.0,1.0,0,41724.0,1,0
1.0,1.0,1.0,0,78002.0,1,0
1.0,1.0,1.0,0,29048.0,1,0
1.0,1.0,1.0,0,165594.0,1,0
1.0,1.0,1.0,0,566.0,1,0
0.0,1.0,1.0,0,109697.0,1,0
0.0,1.0,1.0,0,34708.0,1,0
0.0,1.0,1.0,0,10139.0,1,0
0.0,1.0,1.0,0,25094.0,1,0
1.0,1.0,1.0,0,6113.0,1,0
1.0,1.0,1.0,0,17842.0,1,0
0.0,1.0,1.0,0,55974.0,1,0
1.0,1.0,1.0,0,14847.0,1,0
0.0,1.0,1.0,0,47326.0,1,0
0.0,1.0,1.0,0,39670.0,1,0
1.0,1.0,1.0,0,59756.0,1,0
0.0,1.0,1.0,0,2447.0,1,0
0.0,1.0,1.0,0,93011.0,1,0
0.0,1.0,1.0,0,7175.0,1,0
0.0,1.0,1.0,0,2614.0,1,0
1.0,1.0,1.0,0,30564.0,1,0
1.0,1.0,1.0,0,66329.0,1,0
0.0,1.0,1.0,0,78158.0,1,0
0.0,1.0,1.0,0,18938.0,1,0
0.0,1.0,1.0,0,64705.0,1,0
0.0,1.0,1.0,0,383.0,1,0
0.0,1.0,1.0,0,36264.0,1,0
0.0,1.0,1.0,0,18136.0,1,0
1.0,1.0,1.0,0,24221.0,1,0
0.0,1.0,1.0,0,23643.0,1,0
0.0,1.0,1.0,0,69967.0,1,0
0.0,1.0,1.0,0,36526.0,1,0
0.0,1.0,1.0,0,140612.0,1,0
0.0,1.0,1.0,0,12941.0,1,0
0.0,1.0,1.0,0,42046.0,1,0
0.0,1.0,1.0,0,38326.0,1,0
0.0,1.0,1.0,0,18682.0,1,0
0.0,1.0,1.0,0,10048.0,1,0
0.0,1.0,1.0,0,56126.0,1,0
0.0,1.0,1.0,0,27689.0,1,0
0.0,1.0,1.0,0,16400.0,1,0
0.0,1.0,1.0,0,28715.0,1,0
1.0,1.0,1.0,0,141406.0,1,0
1.0,1.0,1.0,0,38691.0,1,0
0.0,1.0,1.0,0,11398.0,1,0
0.0,1.0,1.0,0,13679.0,1,0
0.0,1.0,1.0,0,51435.0,1,0
0.0,1.0,1.0,0,27085.0,1,0
0.0,1.0,1.0,0,2402.0,1,0
0.0,1.0,1.0,0,986.0,1,0
0.0,1.0,1.0,0,24483.0,1,0
0.0,1.0,1.0,0,90965.0,1,0
0.0,1.0,1.0,0,47657.0,1,0
1.0,1.0,1.0,0,61724.0,1,0
0.0,1.0,1.0,0,13467.0,1,0
0.0,1.0,1.0,0,11477.0,1,0
0.0,1.0,1.0,0,34106.0,1,0
0.0,1.0,1.0,0,9318.0,1,0
1.0,1.0,1.0,0,29513.0,1,0
0.0,1.0,1.0,0,17247.0,1,0
0.0,1.0,1.0,0,70579.0,1,0
0.0,1.0,1.0,0,15800.0,1,0
0.0,1.0,1.0,0,6358.0,1,0
1.0,1.0,1.0,0,20363.0,1,0
0.0,1.0,1.0,0,36943.0,1,0
0.0,1.0,1.0,0,57301.0,1,0
0.0,1.0,1.0,0,1830.0,1,0
0.0,1.0,1.0,0,80185.0,1,0
1.0,1.0,1.0,0,1497.0,1,0
0.0,1.0,1.0,0,38635.0,1,0
0.0,1.0,1.0,0,73509.0,1,0
0.0,1.0,1.0,0,25717.0,1,0
1.0,1.0,1.0,0,180675.0,1,0
1.0,1.0,1.0,0,3722.0,1,0
0.0,1.0,1.0,0,146649.0,1,0
1.0,1.0,1.0,0,22923.0,1,0
0.0,1.0,1.0,0,4087.0,1,0
0.0,1.0,1.0,0,44623.0,1,0
0.0,1.0,1.0,0,84255.0,1,0
0.0,1.0,1.0,0,61299.0,1,0
0.0,1.0,1.0,0,164994.0,1,0
0.0,1.0,1.0,0,104689.0,1,0
0.0,1.0,1.0,0,30453.0,1,0
0.0,1.0,1.0,0,34713.0,1,0
0.0,1.0,1.0,0,42903.0,1,0
0.0,1.0,1.0,0,38556.0,1,0
0.0,1.0,1.0,0,231495.0,1,0
1.0,1.0,1.0,0,2624.0,1,0
1.0,1.0,1.0,0,75702.0,1,0
1.0,1.0,1.0,0,23561.0,1,0
0.0,1.0,1.0,0,77127.0,1,0
0.0,1.0,1.0,0,5824.0,1,0
0.0,1.0,1.0,0,23001.0,1,0
1.0,1.0,1.0,0,4073.0,1,0
1.0,1.0,1.0,0,16100.0,1,0
1.0,1.0,1.0,0,4575.0,1,0
0.0,1.0,1.0,0,25595.0,1,0
0.0,1.0,1.0,0,15115.0,1,0
0.0,1.0,1.0,0,7559.0,1,0
1.0,1.0,1.0,0,71782.0,1,0
1.0,1.0,1.0,0,54867.0,1,0
1.0,1.0,1.0,0,113338.0,1,0
